protein1	protein2	ColorSim	ECC	Pfam	SeqSim	AnnSim
P34947	Q54QQ1	0.1150629831	3	0.5	0.0454891995	0.354
P34947	Q6QJB7	0.1815488503	2	0	0.0333443928	0.33
P34947	Q8CBF3	0.35	2	0	0.0341543514	0.54
P34947	Q8IR79	0.1385579835	3	0	0.0311362959	0.38
P34947	P00533	0.1665704146	2	0	0.0294152047	0.305
P34947	Q62406	0.4836248785	3	0.33333334	0.0451948052	0.618
P34947	O00238	0.1688560282	3	0.25	0.04294421	0.33
P34947	Q04771	0.1200994781	3	0.25	0.0436190476	0.251
P34947	Q8K348	0.2328388047	3	0.25	0.0419184652	0.47
P34947	P04629	0.3554861434	2	0	0.032621137	0.549
P34947	P37173	0.1686027604	3	0.33333334	0.0386800699	0.292
P34947	P50582	0.1062970238	3	0.5	0.0267345051	0.354
P34947	Q02846	0.3321428571	0	0.25	0.0175230567	0.521
P19734	P00387	0.4437229437	1	0.6666667	0.0750188111	0.521
P19734	Q7L1T6	0.3546717172	1	0.4	0.0543333333	0.528
P09874	O95271	0.2519630074	4	0.125	0.0207322987	0.386
P09874	P04629	0.1776526286	1	0	0.017627824	0.285
Q63232	Q9JLX3	0.6666666667	4	0.5	0.4213406293	0.8
Q63232	Q498T5	0.6666666667	4	0.5	0.2096551724	0.8
P53164	O13828	0.4210526316	3	0.33333334	0.0244879381	0.353
P27695	P23196	0.6	4	1	0.9563066777	0.75
P25098	P54644	0.1819431726	3	0.5	0.1963824289	0.344
P25098	Q9V3I5	0.1955616895	3	0.25	0.1121064061	0.455
P25098	P22694	0.3175984958	3	0.33333334	0.1813135985	0.451
P25098	P00517	0.0828846154	3	0.25	0.1766882516	0.2
P25098	P68181	0.1344483127	3	0.33333334	0.1757631822	0.248
P25098	P05132	0.2044508853	3	0.25	0.174919019	0.405
P25098	P41743	0.255797802	3	0.16666667	0.1422053232	0.467
P25098	P34099	0.1359426613	3	0.33333334	0.1675011379	0.307
P25098	P17252	0.2783494771	3	0.16666667	0.1282593376	0.543
P25098	P40376	0.1747869405	3	0.33333334	0.145603272	0.365
P25098	P24583	0.2898310023	3	0.14285715	0.0941366326	0.447
P25098	Q05513	0.2656943917	3	0.16666667	0.1306306306	0.396
P25098	P36582	0.2541964601	3	0.14285715	0.1051829268	0.407
P25098	P36583	0.2923405803	3	0.16666667	0.1022421525	0.463
P25098	Q02156	0.2449084009	3	0.16666667	0.1116405718	0.454
P25098	O95835	0.2450817711	3	0.2	0.0833804409	0.45
P25098	Q00168	0.1314329079	3	0.25	0.0856232577	0.392
P25098	P11798	0.1951703894	3	0.25	0.0855837142	0.411
P25098	Q96L34	0.1376160865	3	0.2	0.0745677233	0.335
P25098	Q8CIP4	0.1355761176	3	0.2	0.0729537367	0.335
P25098	A1ZBL9	0.131187271	3	0.2	0.0608850609	0.382
P25098	A1ZBM1	0.131187271	3	0.25	0.065224308	0.382
P25098	Q0E915	0.131187271	3	0.25	0.0640625	0.382
P25098	A1ZBL7	0.131187271	3	0.25	0.0646510132	0.382
P25098	Q9V8V8	0.131187271	3	0.2	0.0698237124	0.382
P25098	A1ZBL5	0.131187271	3	0.2	0.071529745	0.382
P25098	P06782	0.2294550618	3	0.25	0.0702135774	0.457
P25098	Q55D99	0.1626608141	3	0.25	0.0813191678	0.365
P25098	Q8K3H5	0.1452991453	3	0.2	0.0376601196	0.33
P25098	Q8NEV4	0.1452991453	3	0.2	0.0375133518	0.33
P25098	Q16584	0.2253375546	3	0.25	0.063377193	0.475
P25098	Q03497	0.2456844431	3	0.25	0.0526479751	0.524
P25098	Q9H1R3	0.1988002225	3	0.33333334	0.0650559105	0.514
P25098	P24941	0.1768384305	3	0.33333334	0.0785749146	0.427
P25098	P48734	0.1696126889	3	0.33333334	0.0779843444	0.358
P25098	P51166	0.1599451246	3	0.33333334	0.0771344455	0.376
P25098	P06493	0.1660315393	3	0.33333334	0.0768704156	0.377
P25098	P49841	0.4345495502	3	0.33333334	0.070084708	0.565
P25098	P53355	0.2754252992	3	0.2	0.0349546195	0.414
P25098	P48609	0.1075415766	3	0.33333334	0.0769456681	0.28
P25098	Q9WV60	0.2838160848	3	0.33333334	0.0699375558	0.479
P25098	Q03957	0.1898952675	3	0.33333334	0.0630899556	0.421
P25098	P06242	0.1480706016	3	0.33333334	0.0754462132	0.366
P25098	P06784	0.0923382173	2	0.33333334	0.0644295302	0.321
P25098	P49615	0.0797724497	3	0.33333334	0.0749140893	0.253
P25098	Q02399	0.1419717828	3	0.33333334	0.0749140893	0.419
P25098	P53599	0.1814705867	3	0.33333334	0.0330604116	0.361
P25098	Q03114	0.1486937109	3	0.33333334	0.0733431517	0.402
P25098	O14098	0.1148873069	3	0.33333334	0.0612033195	0.325
P25098	P54199	0.1091210428	2	0.33333334	0.0490750436	0.272
P25098	P16892	0.1578265288	3	0.33333334	0.0642692485	0.447
P25098	P08018	0.2231881285	2	0.33333334	0.0506854391	0.441
P25098	O42844	0.1887699311	3	0.33333334	0.0556564822	0.374
P25098	P28482	0.3237673312	3	0.33333334	0.0634054563	0.486
P25098	P15442	0.1360682575	3	0.25	0.028627027	0.322
P25098	P11802	0.2770730451	3	0.33333334	0.0645771144	0.49
P25098	Q54QQ1	0.1500890207	3	0.33333334	0.047860067	0.414
P25098	Q9QZ05	0.2076272622	3	0.2	0.0281031469	0.431
P25098	P50750	0.1394127868	3	0.33333334	0.0574141049	0.346
P25098	P39073	0.1355953727	3	0.33333334	0.048706725	0.355
P25098	Q63470	0.1452991453	2	0.33333334	0.043698679	0.276
P25098	Q13627	0.1654456654	2	0.33333334	0.0437142857	0.342
P25098	P00546	0.236931954	3	0.33333334	0.0591976517	0.453
P25098	O43283	0.2144180457	3	0.33333334	0.038766379	0.397
P25098	Q04771	0.2506750765	3	0.2	0.047155812	0.419
P25098	Q5PQU0	0.2871649495	2	0	0.0287641532	0.496
P25098	A2ASS6	0.2145400184	3	0.14285715	0.0025822972	0.492
P25098	Q5R8X7	0.2144180457	3	0.33333334	0.0380191693	0.397
P25098	O00238	0.2793757357	3	0.2	0.0479056527	0.455
P25098	Q8WZ42	0.1829243457	3	0.125	0.0025460797	0.505
P25098	Q9ERH7	0.220286451	3	0.33333334	0.0305813645	0.446
P25098	Q12852	0.2568681319	3	0.33333334	0.0419047619	0.428
P25098	Q1LWJ4	0.2843352726	2	0	0.0264844486	0.44
P25098	Q62120	0.3988870357	2	0	0.0299653426	0.585
P25098	Q6Q2A2	0.3224002631	2	0	0.0499331253	0.517
P25098	P06213	0.2926665529	2	0	0.0269417476	0.489
P25098	P16056	0.2700814708	2	0	0.0267731784	0.549
P25098	Q05397	0.252947613	2	0	0.0305982906	0.486
P25098	P43405	0.2349221384	2	0	0.0393051031	0.401
P25098	P10676	0.1469794214	3	0	0.0244851259	0.425
P25098	Q8UUY9	0.2843352726	2	0	0.0443796836	0.449
P25098	Q8CBF3	0.1400837258	2	0	0.0310886977	0.277
P25098	P08069	0.4055433605	2	0	0.0257420803	0.554
P25098	Q8K348	0.1333751434	3	0.2	0.0424720033	0.327
P25098	P37173	0.2642620293	3	0.25	0.037413925	0.427
P25098	P00533	0.2941824681	2	0	0.0257875067	0.468
P25098	P04626	0.3291209872	2	0	0.0253609871	0.507
P25098	Q01887	0.0985380545	2	0	0.0381141046	0.258
P25098	Q61851	0.3094070207	2	0	0.0330006882	0.518
P25098	P07948	0.208757843	2	0	0.0379351741	0.443
P25098	P04629	0.3276556777	2	0	0.0312521208	0.529
P25098	Q8IR79	0.1286769224	3	0	0.0256591465	0.331
P25098	Q62406	0.3032623626	3	0.25	0.035508346	0.427
P25098	P42683	0.1571543121	2	0	0.0373098479	0.362
P25098	Q95KR7	0.1571543121	2	0	0.0369747899	0.362
P25098	Q5PXS1	0.1571543121	2	0	0.0363345338	0.362
P25098	P06239	0.3140834074	2	0	0.0361088871	0.492
P25098	Q7TS86	0.2896344963	2	0	0.0252543387	0.483
P25098	Q3ULJ6	0.2896344963	2	0	0.028993473	0.483
P25098	P50582	0.1621225508	3	0.33333334	0.0337620579	0.421
P25098	Q8C8K9	0.2896344963	2	0	0.0254984894	0.483
P25098	P12931	0.3283550851	2	0	0.0331491713	0.478
P25098	Q6QJB7	0.2896344963	2	0	0.0250299401	0.483
P25098	P00519	0.1864270328	2	0	0.0222001137	0.439
P25098	Q02846	0.2184954751	0	0.2	0.0162403331	0.404
P25098	P51841	0.2184954751	0	0.2	0.0152354571	0.404
P25098	Q960X4	0.1106137589	1	0	0.021197411	0.286
Q8R429	Q64578	0.9090909091	4	1	0.9986880084	0.929
Q8R429	P13585	0.9090909091	4	1	0.9154966199	0.952
Q8R429	Q92105	0.8181818182	4	1	0.9022280472	0.9
Q8R429	O55143	0.6544259772	4	1	0.8311752988	0.734
Q8R429	Q03669	0.6715132344	4	1	0.8308383234	0.76
Q8R429	P16615	0.5757575758	4	1	0.829219646	0.69
Q8R429	O59868	0.5256410256	4	1	0.2335462372	0.61
Q8R429	P57709	0.4304605347	4	1	0.2275917927	0.556
Q8R429	P98194	0.4825201129	4	1	0.2290700845	0.588
Q8R429	Q5R5K5	0.4304605347	4	1	0.2287117904	0.556
Q8R429	Q64566	0.4304605347	4	1	0.2272231315	0.556
Q8R429	Q80XR2	0.4304605347	4	1	0.2271733188	0.556
Q8R429	P13637	0.4209677204	3	1	0.1756134969	0.62
Q8R429	P13607	0.2916833488	3	1	0.1682056401	0.503
Q8R429	P05023	0.5243124523	3	1	0.1716551548	0.642
Q8R429	Q6PIE5	0.3877512949	3	1	0.173570521	0.571
Q8R429	Q13733	0.5243124523	3	1	0.1672284159	0.627
Q8R429	P13587	0.5169372294	3	1	0.1538647343	0.629
Q8R429	Q9R0K7	0.2040344543	4	1	0.1288986355	0.381
Q8R429	P38929	0.4759358289	4	1	0.0832928606	0.616
Q8R429	Q64430	0.1469875818	3	0.4	0.0358341969	0.271
Q8R429	Q04656	0.138972654	3	0.4	0.0354500617	0.273
Q8R429	Q12675	0.2836247086	3	0	0.0152190923	0.455
Q8R429	Q12674	0.2209431982	3	0	0.0161548732	0.369
P39104	Q9UBF8	0.4	4	1	0.1515151515	0.571
P39104	P42356	0.4	4	0.5	0.0551155116	0.571
P39104	P22543	0.4	3	0.33333334	0.056745182	0.571
P39104	P91634	0.0869565217	3	0.2	0.0516587678	0.16
P39104	Q62388	0.0696351796	2	0.33333334	0.0131999512	0.162
P39104	O14356	0.0915750916	3	0.2	0.0151801536	0.156
P39104	Q9Y7K2	0.1082251082	3	0.2	0.0147600362	0.17
P39104	P34099	0.2511111111	2	0	0.0218649518	0.423
P39104	O95835	0.149047619	2	0	0.0133816425	0.253
P39104	P17252	0.0796296296	2	0	0.015872093	0.16
P39104	Q03957	0.0859996306	2	0	0.0172671211	0.189
Q91XI2	Q542K4	1	4	1	0.9977426637	1
Q91XI2	P24270	1	4	1	0.9977426637	1
Q91XI2	Q3TVZ1	1	4	1	0.9963898917	1
Q91XI2	Q3TXQ6	1	4	1	0.9968397291	1
Q91XI2	Q3UZE7	1	4	1	0.99503386	1
Q91XI2	Q8C6E3	1	4	1	0.9936823105	1
Q91XI2	Q3UF58	1	4	1	0.9909665763	1
Q90955	Q15185	0.6	4	1	0.9118705036	0.75
Q02724	O42957	0.6017404817	4	1	0.1161400512	0.765
Q02724	O42980	0.431372549	3	1	0.0455158113	0.622
Q02724	P27619	0.0492269635	1	0	0.0191243433	0.123
Q02724	Q03957	0.1871632997	0	0	0.024353256	0.381
Q9Y646	Q922J9	0.2533333333	1	0	0.0264112903	0.362
O14773	Q5IS74	0.5	4	1	0.9958885336	0.667
O14773	Q9XSB8	0.75	4	1	0.9082908754	0.857
O14773	Q9EQV6	0.75	4	0.5	0.8820649755	0.857
O14773	O89023	0.75	4	0.5	0.8936662043	0.857
O14773	P59996	0.215413787	2	0	0.022892562	0.387
Q13011	P30084	0.8	0	1	0.1570965126	0.889
Q13011	Q9DBM2	0.7666666667	3	0.33333334	0.0589154861	0.836
Q9NYQ3	Q9UJM8	0.75	4	1	0.4620689655	0.857
Q9NYQ3	P00175	0.55	2	0.5	0.2430484037	0.679
Q9NYQ3	Q94517	0.0813311688	0	0	0.0365360303	0.151
Q9NYQ3	O09106	0.1082251082	0	0	0.0357692308	0.28
O35975	Q6PIE5	0.0469451549	0	0	0.0210566911	0.083
O35975	P39708	0.2295625943	1	0	0.0358168148	0.287
P70266	P07953	1	4	1	0.9912144703	1
P70266	P16118	0.5	4	1	0.9632159748	0.667
P70266	P16330	0.2599267399	2	0	0.0305570877	0.325
P70266	P13607	0.0674242424	2	0	0.0174311927	0.123
P70266	P40970	0.6	2	0	0.0259385666	0.586
Q8R500	O13648	0.2268831169	1	0	0.0206624606	0.433
Q8R500	O59868	0.1056987688	2	0	0.016224649	0.278
P00367	P39708	0.7777777778	3	1	0.116112532	0.828
P00367	P07262	0.7777777778	3	1	0.1136246787	0.828
P00367	P29475	0.1985837815	1	0	0.0143721634	0.419
P00367	P29416	0.1971599829	1	0	0.0264470588	0.323
P00367	P29476	0.3757575758	1	0	0.0144240571	0.618
P00367	Q9Z0J4	0.2546918914	1	0	0.0143001516	0.408
P00367	Q5IGR7	0.1090909091	2	0	0.0207686335	0.182
P22303	P21836	0.2120680553	4	1	0.9056441189	0.427
P22303	Q12852	0.1541628614	0	0	0.022998781	0.302
P19414	P32368	0.0714285714	0	0	0.0200492438	0.125
P19414	P09880	0.0119047619	2	0	0.0171590195	0.255
P19414	P19447	0.1446428571	1	0	0.0175291074	0.244
P19414	Q5RA62	0.1871848739	1	0	0.0175291074	0.291
P19414	Q60HG1	0.1871848739	1	0	0.0169469599	0.291
Q8HYR6	Q9BPW9	0.7142857143	4	1	0.8557251908	0.833
Q8HYR6	Q58NB6	1	4	1	0.8449490995	1
Q8HYR6	Q8VD48	1	4	1	0.83671875	1
Q8HYR6	O18404	0.5654761905	2	1	0.1152730375	0.69
Q8HYR6	Q02207	0.774025974	3	0.5	0.0393839836	0.746
Q8HYR6	Q99LB2	0.56	2	1	0.0587931034	0.692
Q00873	P06182	1	3	1	0.1756	1
P06700	O94640	0.7394857996	4	0.5	0.2545997016	0.793
P06700	Q96EB6	0.3257956998	4	0.5	0.1856187291	0.539
P06700	Q9USN7	0.4207570187	4	0.5	0.1731083288	0.575
P06700	Q9UR39	0.4900735851	4	0.5	0.0815680166	0.63
P06700	P14679	0.1786576078	0	0	0.025634058	0.289
P06700	Q95119	0.05625	0	0	0.0254579615	0.115
P06700	P80147	0.0898480035	1	0	0.0242590059	0.189
P06700	P50554	0.0898480035	1	0	0.0238507055	0.189
Q06430	O95395	0.3636363636	4	1	0.3486078886	0.45
Q6QJB7	Q7TS86	1	4	1	0.9973794549	1
Q6QJB7	Q8C8K9	1	4	1	0.9957716702	1
Q6QJB7	Q3ULJ6	1	4	0.33333334	0.870310192	1
Q6QJB7	Q5PQU0	0.3673711325	4	0.6666667	0.1206486486	0.613
Q6QJB7	Q61851	0.213377896	4	0.6666667	0.1372781065	0.624
Q6QJB7	P00519	0.2678578878	3	0.2	0.0791583166	0.467
Q6QJB7	Q6Q2A2	0.3189214301	4	0.5	0.1192491719	0.499
Q6QJB7	Q1LWJ4	0.1822089841	4	0.2	0.0684612124	0.441
Q6QJB7	P08069	0.3960949384	4	0.2	0.0695962525	0.6
Q6QJB7	P42683	0.1532885079	3	0.25	0.098923284	0.366
Q6QJB7	P04629	0.3396835287	4	0.33333334	0.0824320374	0.51
Q6QJB7	P16056	0.3034107982	4	0.2	0.0627578719	0.55
Q6QJB7	P06239	0.3417886181	3	0.25	0.0969044415	0.552
Q6QJB7	P07948	0.2191227086	3	0.25	0.0968718466	0.45
Q6QJB7	P06213	0.335658326	4	0.2	0.0622551154	0.551
Q6QJB7	Q5PXS1	0.1532885079	3	0.25	0.0955264043	0.366
Q6QJB7	P43405	0.3028525555	3	0.33333334	0.0858819895	0.54
Q6QJB7	P12931	0.2277728151	3	0.25	0.0917553191	0.403
Q6QJB7	Q95KR7	0.1532885079	3	0.25	0.0928355197	0.366
Q6QJB7	Q8UUY9	0.1989638342	4	0.5	0.0966620306	0.479
Q6QJB7	P00533	0.4244860841	4	0.25	0.0639810427	0.597
Q6QJB7	Q01887	0.0759112265	4	0.33333334	0.0883922615	0.204
Q6QJB7	Q8CBF3	0.1130486841	4	0.2	0.0676202861	0.233
Q6QJB7	P04626	0.4057083277	4	0.2	0.060471632	0.615
Q6QJB7	Q05397	0.251379104	3	0.33333334	0.0637550201	0.561
Q6QJB7	Q62120	0.4290956332	3	0.33333334	0.0520710059	0.642
Q6QJB7	Q16584	0.2629738666	2	0	0.0585358255	0.506
Q6QJB7	Q12852	0.2878860337	2	0	0.059019975	0.413
Q6QJB7	O43283	0.1625073357	2	0	0.0509020261	0.361
Q6QJB7	Q5R8X7	0.1625073357	2	0	0.0501109878	0.361
Q6QJB7	Q54QQ1	0.240325395	3	0	0.0500790889	0.444
Q6QJB7	Q55D99	0.2135495078	3	0	0.0519941456	0.4
Q6QJB7	P51166	0.1494722227	2	0	0.0573248408	0.389
Q6QJB7	P08018	0.2536103488	2	0	0.0423573905	0.476
Q6QJB7	P49615	0.1571696572	2	0	0.0550378335	0.358
Q6QJB7	Q02399	0.2275078219	2	0	0.0550378335	0.541
Q6QJB7	Q8IR79	0.100943187	3	0.25	0.0319768842	0.341
Q6QJB7	Q03114	0.2385994764	2	0	0.0535244922	0.541
Q6QJB7	P28482	0.4208688001	2	0	0.0496153846	0.564
Q6QJB7	P48609	0.1215782229	2	0	0.0499006754	0.244
Q6QJB7	Q8K3H5	0.1716049383	3	0	0.023730128	0.269
Q6QJB7	P51841	0.2347312999	0	0	0.0303623898	0.347
Q6QJB7	Q8NEV4	0.1716049383	3	0	0.0236663434	0.269
Q6QJB7	Q03497	0.2453945835	3	0	0.0331846566	0.504
Q6QJB7	P10676	0.1647161708	3	0.25	0.0248967795	0.357
Q6QJB7	P36583	0.1794983808	2	0	0.0309505106	0.403
Q6QJB7	P06784	0.1226851852	2	0	0.0408327502	0.29
Q6QJB7	P22694	0.2020747367	2	0	0.0441578149	0.359
Q6QJB7	P68181	0.0938773528	2	0	0.0441578149	0.171
Q6QJB7	P49841	0.2828494309	2	0	0.0422524844	0.462
Q6QJB7	Q9WV60	0.3120020209	2	0	0.0422680412	0.485
Q6QJB7	P16892	0.1846851971	2	0	0.0425274309	0.396
Q6QJB7	Q9H1R3	0.0934701554	2	0	0.037743452	0.245
Q6QJB7	P11802	0.2510831864	2	0	0.0449275362	0.471
Q6QJB7	Q8WZ42	0.1669570889	3	0.14285715	0.0024037737	0.33
Q6QJB7	P24941	0.232431868	2	0	0.0445501387	0.405
Q6QJB7	P05132	0.1387580494	2	0	0.0421252372	0.303
Q6QJB7	P00517	0.0609144962	2	0	0.0421092564	0.15
Q6QJB7	Q03957	0.1828587624	2	0	0.0371825262	0.409
Q6QJB7	O14098	0.0785971675	2	0	0.0379334258	0.263
Q6QJB7	P17252	0.2319297497	2	0	0.0326690821	0.621
Q6QJB7	P34099	0.1369027251	2	0	0.0405091726	0.283
Q6QJB7	P48734	0.1515717953	2	0	0.0421763304	0.311
Q6QJB7	P06493	0.1710427656	2	0	0.0421595871	0.327
Q6QJB7	A2ASS6	0.1717710997	3	0	0.0022810748	0.42
Q6QJB7	Q8CIP4	0.1575476992	3	0	0.0327040195	0.287
Q6QJB7	Q96L34	0.1301316113	3	0	0.0331692308	0.265
Q6QJB7	P24583	0.2424713404	2	0	0.0254293893	0.385
Q6QJB7	P39073	0.0902335412	2	0	0.0346836291	0.283
Q6QJB7	P36582	0.1530776616	2	0	0.0274906766	0.347
Q6QJB7	A1ZBL5	0.2131238398	2	0	0.0309278351	0.467
Q6QJB7	Q9V8V8	0.2131238398	2	0	0.0301752302	0.467
Q6QJB7	A1ZBL9	0.2131238398	2	0	0.0262692007	0.467
Q6QJB7	A1ZBL7	0.2131238398	2	0	0.0280491208	0.467
Q6QJB7	A1ZBM1	0.2131238398	2	0	0.0277854576	0.467
Q6QJB7	Q0E915	0.2131238398	2	0	0.027245509	0.467
Q6QJB7	P06782	0.2630783094	3	0	0.0318475452	0.41
Q6QJB7	P41743	0.2208821695	2	0	0.0316365979	0.429
Q6QJB7	P53355	0.1780043464	3	0	0.0204150073	0.358
Q6QJB7	P37173	0.303886611	2	0	0.0311528497	0.548
Q6QJB7	P15442	0.1286251667	3	0	0.0188076093	0.273
Q6QJB7	P40376	0.1950573643	2	0	0.0324768756	0.351
Q6QJB7	Q05513	0.153307477	2	0	0.030210325	0.311
Q6QJB7	P54644	0.2423549873	3	0	0.0340486409	0.403
Q6QJB7	P53599	0.1732873487	2	0	0.0186661326	0.348
Q6QJB7	O00238	0.2973381676	2	0	0.0310944426	0.527
Q6QJB7	Q04771	0.2651661087	2	0	0.0313103448	0.479
Q6QJB7	Q02156	0.1396821295	2	0	0.0266119578	0.369
Q6QJB7	Q00168	0.139187021	2	0	0.0300837521	0.308
Q6QJB7	P11798	0.1542028152	2	0	0.0310308921	0.317
Q6QJB7	Q9QZ05	0.1508148905	3	0	0.0175445545	0.37
Q6QJB7	P00546	0.1870724427	2	0	0.0348689436	0.442
Q6QJB7	Q02846	0.2347312999	0	0	0.0226798749	0.347
Q6QJB7	P06242	0.143852621	2	0	0.0338437377	0.314
Q6QJB7	Q9ERH7	0.264927535	3	0	0.020325395	0.441
Q6QJB7	Q8K348	0.1600172693	2	0	0.0284228769	0.32
Q6QJB7	Q9V3I5	0.3275374639	3	0	0.0196248196	0.481
Q6QJB7	P50750	0.1260448177	2	0	0.0300819062	0.307
Q6QJB7	Q62406	0.2153403078	3	0	0.024244373	0.397
Q6QJB7	Q13627	0.174382716	3	0	0.022724496	0.327
Q6QJB7	Q63470	0.1666666667	2	0	0.0227175573	0.286
Q6QJB7	O95835	0.2240135076	3	0	0.0175473579	0.429
Q6QJB7	Q08J23	0.004564352	1	0	0.0167591241	0.103
Q6QJB7	O42844	0.1796465593	2	0	0.0195441989	0.337
Q6QJB7	P24384	0.0108175508	0	0	0.0134257047	0.154
Q6QJB7	Q8C139	0.1187059207	2	0	0.0203731912	0.357
Q6QJB7	P28241	0.0996933622	0	0	0.0202472952	0.178
P09880	Q9HC16	0.0476190476	1	0	0.0226399673	0.308
P09880	O13898	0.0977731263	1	0	0.015627796	0.315
P09880	P00958	0.1571152704	2	0	0.0161300406	0.648
P42881	Q9H3H5	0	4	1	0.3572828217	0.267
P42881	Q5EA65	0	4	1	0.3515269656	0.267
P42881	P24140	0	4	1	0.3405228758	0.267
Q02156	P17252	0.2243572802	4	1	0.3996563574	0.409
Q02156	P36582	0.5738597753	4	0.8	0.2341885442	0.697
Q02156	P41743	0.2307692308	4	0.6	0.2890451517	0.42
Q02156	Q05513	0.7159222222	4	0.6	0.2858187135	0.787
Q02156	P36583	0.3852954146	4	0.6	0.214515657	0.574
Q02156	P24583	0.4436402116	4	0.8	0.1736147757	0.646
Q02156	P54644	0.2333333333	3	0.4	0.2468671679	0.501
Q02156	P68181	0.2886363636	3	0.25	0.2112802149	0.484
Q02156	P05132	0.2902547121	3	0.5	0.2118226601	0.629
Q02156	P22694	0.5863303934	3	0.25	0.2099373321	0.738
Q02156	P00517	0.2	3	0.5	0.2085944494	0.39
Q02156	P40376	0.2354802582	3	0.25	0.1815653556	0.468
Q02156	P34099	0.3063569024	3	0.25	0.2000881446	0.585
Q02156	Q9V3I5	0.1113709871	3	0.5	0.1166134185	0.367
Q02156	O95835	0.2322894549	3	0.4	0.1016620499	0.482
Q02156	Q8CIP4	0.2464789618	3	0.16666667	0.1151977793	0.514
Q02156	Q96L34	0.2750226844	3	0.16666667	0.1162219101	0.525
Q02156	A1ZBL7	0.1012134748	3	0.2	0.1027978623	0.257
Q02156	Q0E915	0.1012134748	3	0.2	0.0990220049	0.257
Q02156	A1ZBM1	0.1012134748	3	0.2	0.100777605	0.257
Q02156	A1ZBL9	0.1012134748	3	0.16666667	0.0942134341	0.257
Q02156	Q9V8V8	0.1012134748	3	0.16666667	0.1089376054	0.257
Q02156	A1ZBL5	0.1012134748	3	0.16666667	0.1115331492	0.257
Q02156	P06782	0.2263679938	3	0.2	0.1087602079	0.432
Q02156	Q03497	0.2161450584	3	0.2	0.0790273556	0.468
Q02156	Q00168	0.1488736963	3	0.2	0.0944638018	0.413
Q02156	P11798	0.2380602167	3	0.2	0.0968132311	0.63
Q02156	O42844	0.3595216016	3	0.25	0.0821972735	0.595
Q02156	Q55D99	0.1629909967	3	0.2	0.0875160875	0.441
Q02156	Q8K3H5	0.2	3	0.16666667	0.0424726661	0.493
Q02156	P08018	0.2039598226	2	0.25	0.0728978708	0.495
Q02156	Q9H1R3	0.1903693527	3	0.25	0.077173913	0.432
Q02156	P24941	0.1745206662	3	0.25	0.0931636021	0.464
Q02156	Q8NEV4	0.2	3	0.16666667	0.0413212708	0.493
Q02156	Q8WZ42	0.1679234945	3	0.11111111	0.0040912548	0.548
Q02156	Q16584	0.1711958486	3	0.2	0.0648860399	0.501
Q02156	P10676	0.1443311862	3	0	0.0410850968	0.411
Q02156	P54199	0.2477430556	2	0.25	0.0612189309	0.513
Q02156	P48734	0.2978029656	3	0.25	0.084120983	0.599
Q02156	P06493	0.2256587302	3	0.25	0.084081247	0.54
Q02156	Q5R8X7	0.3569359888	3	0.25	0.0555902561	0.734
Q02156	P53599	0.3059397339	3	0.25	0.0386843825	0.554
Q02156	O43283	0.3569359888	3	0.25	0.0553577007	0.734
Q02156	A2ASS6	0.1068604056	3	0.125	0.0037807388	0.39
Q02156	P53355	0.6476770392	3	0.16666667	0.0386129549	0.771
Q02156	Q63470	0.2	2	0.25	0.057918552	0.568
Q02156	Q13627	0.2	2	0.25	0.0579387187	0.585
Q02156	O14098	0.256585651	3	0.25	0.0656325544	0.584
Q02156	Q12852	0.3178571429	3	0.25	0.0580299786	0.622
Q02156	P49841	0.3281268648	3	0.25	0.0683801296	0.62
Q02156	Q9WV60	0.2767111111	3	0.25	0.0684096802	0.481
Q02156	P00519	0.1965452568	2	0	0.0419498607	0.518
Q02156	Q54QQ1	0.1152917363	3	0.25	0.0568321856	0.366
Q02156	P07948	0.3473278788	2	0	0.059898872	0.637
Q02156	Q03957	0.1471033447	3	0.25	0.0603684829	0.429
Q02156	P06784	0.2	2	0.25	0.0625407166	0.522
Q02156	Q61851	0.2218785178	2	0	0.0514775017	0.483
Q02156	Q03114	0.103603386	3	0.25	0.0723565671	0.297
Q02156	P49615	0.0509088217	3	0.25	0.0721669037	0.152
Q02156	Q02399	0.1165538092	3	0.25	0.0721669037	0.325
Q02156	P51166	0.2389427205	3	0.25	0.071563981	0.535
Q02156	P42683	0.315370309	2	0	0.0584435798	0.581
Q02156	P06239	0.2321653309	2	0	0.0572762646	0.408
Q02156	Q9ERH7	0.192992114	3	0.25	0.0380307372	0.491
Q02156	P48609	0.2	3	0.25	0.068463357	0.529
Q02156	Q95KR7	0.315370309	2	0	0.0560093349	0.581
Q02156	P12931	0.4527188101	2	0	0.055257099	0.636
Q02156	Q8CBF3	0.3205555556	2	0	0.0413592797	0.532
Q02156	Q5PXS1	0.315370309	2	0	0.0546868923	0.581
Q02156	P16056	0.1258267196	2	0	0.0330716155	0.434
Q02156	Q62120	0.1869909306	2	0	0.0357834162	0.496
Q02156	P28482	0.2163672179	3	0.25	0.0618744313	0.369
Q02156	P11802	0.27330072	3	0.25	0.064024976	0.502
Q02156	P39073	0.2642616507	3	0.25	0.0521470019	0.548
Q02156	P00546	0.1470204296	3	0.25	0.063705104	0.339
Q02156	P15442	0.2576533525	3	0.2	0.0282946562	0.567
Q02156	P06242	0.2083684938	3	0.25	0.0624708625	0.496
Q02156	P50750	0.2201275092	3	0.25	0.0577057793	0.542
